05/04 06:26:00 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: edu.umich.eecs.tac.props.AdvertiserInfo@bc76a1c1
05/04 06:27:00 INFO OrOmerShelly.Coordinator|Day 6 :BankStatus[-0.729000]
05/04 06:27:00 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2120.0, effectiveBid=2120.0] CampaignAuctionReportEntry [actualBid=2153.0, effectiveBid=2153.0])
05/04 06:27:00 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:00 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:00 INFO OrOmerShelly.Coordinator|Day 6: Campaign opportunity - Campaign ID 874801425: day 8 to 17 [OLD, LOW_INCOME], reach: 6250 coefs: (v=2.0, m=1.5)
05/04 06:27:00 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:27:00 INFO OrOmerShelly.Coordinator|Day 6: Campaign total budget bid: 498.58984671285145
05/04 06:27:00 INFO OrOmerShelly.Coordinator|Day 6: Adjusting ucs bid: was 0.17011960631569795 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.12888061245932675
05/04 06:27:00 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:00 INFO OrOmerShelly.Coordinator|Day 6 : Simulation Status Received
05/04 06:27:00 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:27:00 INFO OrOmerShelly.Coordinator|Day 6 ended. Starting next day
05/04 06:27:10 INFO OrOmerShelly.Coordinator|Day 7 :BankStatus[-0.874800]
05/04 06:27:10 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=3146.0, effectiveBid=3153.415656805601] CampaignAuctionReportEntry [actualBid=2216.0, effectiveBid=960.4681935094079])
05/04 06:27:10 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:10 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:10 INFO OrOmerShelly.Coordinator|Day 7: Campaign opportunity - Campaign ID 1696166293: day 9 to 13 [HIGH_INCOME, YOUNG], reach: 6250 coefs: (v=2.0, m=1.5)
05/04 06:27:10 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:27:10 INFO OrOmerShelly.Coordinator|Day 7: Campaign total budget bid: 1015.5096011066831
05/04 06:27:10 INFO OrOmerShelly.Coordinator|Day 7: Adjusting ucs bid: was 0.12888061245932675 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.17447989480279105
05/04 06:27:10 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:10 INFO OrOmerShelly.Coordinator|Day 7 : Simulation Status Received
05/04 06:27:10 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:27:10 INFO OrOmerShelly.Coordinator|Day 7 ended. Starting next day
05/04 06:27:20 INFO OrOmerShelly.Coordinator|Day 8 :BankStatus[-1.020600]
05/04 06:27:20 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=3020.0, effectiveBid=3027.1186533861774] CampaignAuctionReportEntry [actualBid=2625.0, effectiveBid=1137.738722004601])
05/04 06:27:20 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:20 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:20 INFO OrOmerShelly.Coordinator|Day 8: Campaign opportunity - Campaign ID 411931914: day 10 to 14 [MALE, YOUNG], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:27:20 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:27:20 INFO OrOmerShelly.Coordinator|Day 8: Campaign total budget bid: 2002.7512547020312
05/04 06:27:20 INFO OrOmerShelly.Coordinator|Day 8: Adjusting ucs bid: was 0.17447989480279105 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.18886793125459883
05/04 06:27:20 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:20 INFO OrOmerShelly.Coordinator|Day 8 : Simulation Status Received
05/04 06:27:20 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:27:20 INFO OrOmerShelly.Coordinator|Day 8 ended. Starting next day
05/04 06:27:30 INFO OrOmerShelly.Coordinator|Day 9 :BankStatus[-1.166400]
05/04 06:27:30 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=3294.0, effectiveBid=3301.7645179649235])
05/04 06:27:30 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:30 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:30 INFO OrOmerShelly.Coordinator|Day 9: Campaign opportunity - Campaign ID 710291067: day 11 to 13 [LOW_INCOME, YOUNG], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:27:30 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:27:30 INFO OrOmerShelly.Coordinator|Day 9: Campaign total budget bid: 3314.8505302961707
05/04 06:27:30 INFO OrOmerShelly.Coordinator|Day 9: Adjusting ucs bid: was 0.18886793125459883 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.19090388514484893
05/04 06:27:30 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:30 INFO OrOmerShelly.Coordinator|Day 9 : Simulation Status Received
05/04 06:27:30 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:27:30 INFO OrOmerShelly.Coordinator|Day 9 ended. Starting next day
05/04 06:27:40 INFO OrOmerShelly.Coordinator|Day 10 :BankStatus[-1.312200]
05/04 06:27:40 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=3081.0, effectiveBid=3088.2624407558983])
05/04 06:27:40 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:40 INFO OrOmerShelly.Coordinator|Day 10: Campaign opportunity - Campaign ID 382682336: day 12 to 21 [MALE, HIGH_INCOME], reach: 6250 coefs: (v=2.0, m=1.5)
05/04 06:27:40 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:27:40 INFO OrOmerShelly.Coordinator|Day 10: Campaign total budget bid: 506.7152569141656
05/04 06:27:40 INFO OrOmerShelly.Coordinator|Day 10: Adjusting ucs bid: was 0.19090388514484893 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.16862528881391597
05/04 06:27:40 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:40 INFO OrOmerShelly.Coordinator|Day 10 : Simulation Status Received
05/04 06:27:40 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:27:40 INFO OrOmerShelly.Coordinator|Day 10 ended. Starting next day
05/04 06:27:50 INFO OrOmerShelly.Coordinator|Day 11 :BankStatus[-1.458000]
05/04 06:27:50 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2563.0, effectiveBid=2569.0414266982693])
05/04 06:27:50 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:50 INFO OrOmerShelly.Coordinator|Day 11: Campaign opportunity - Campaign ID 842461350: day 13 to 15 [FEMALE, HIGH_INCOME], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:27:50 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:27:50 INFO OrOmerShelly.Coordinator|Day 11: Campaign total budget bid: 3317.2496985919056
05/04 06:27:50 INFO OrOmerShelly.Coordinator|Day 11: Adjusting ucs bid: was 0.16862528881391597 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.1567496703826513
05/04 06:27:50 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:27:50 INFO OrOmerShelly.Coordinator|Day 11 : Simulation Status Received
05/04 06:27:50 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:27:50 INFO OrOmerShelly.Coordinator|Day 11 ended. Starting next day
05/04 06:28:00 INFO OrOmerShelly.Coordinator|Day 12 :BankStatus[-1.603800]
05/04 06:28:00 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2911.0, effectiveBid=2917.8617218566765] CampaignAuctionReportEntry [actualBid=3246.0, effectiveBid=1406.8951968102608])
05/04 06:28:00 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:00 INFO OrOmerShelly.Coordinator|Day 12: Campaign opportunity - Campaign ID 499276901: day 14 to 23 [HIGH_INCOME, YOUNG], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:28:00 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:28:00 INFO OrOmerShelly.Coordinator|Day 12: Campaign total budget bid: 1015.5096011066831
05/04 06:28:00 INFO OrOmerShelly.Coordinator|Day 12: Adjusting ucs bid: was 0.1567496703826513 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.1220712659298037
05/04 06:28:00 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:00 INFO OrOmerShelly.Coordinator|Day 12 : Simulation Status Received
05/04 06:28:00 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:28:00 INFO OrOmerShelly.Coordinator|Day 12 ended. Starting next day
05/04 06:28:10 INFO OrOmerShelly.Coordinator|Day 13 :BankStatus[-1.749600]
05/04 06:28:10 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2362.0, effectiveBid=2367.5676355291894] CampaignAuctionReportEntry [actualBid=2799.0, effectiveBid=2164.7308613273676])
05/04 06:28:10 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:10 INFO OrOmerShelly.Coordinator|Day 13: Campaign opportunity - Campaign ID 1944908340: day 15 to 24 [FEMALE, LOW_INCOME], reach: 3750 coefs: (v=2.0, m=1.5)
05/04 06:28:10 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:28:10 INFO OrOmerShelly.Coordinator|Day 13: Campaign total budget bid: 298.00128440619727
05/04 06:28:10 INFO OrOmerShelly.Coordinator|Day 13: Adjusting ucs bid: was 0.1220712659298037 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.16771946584704572
05/04 06:28:10 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:10 INFO OrOmerShelly.Coordinator|Day 13 : Simulation Status Received
05/04 06:28:10 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:28:10 INFO OrOmerShelly.Coordinator|Day 13 ended. Starting next day
05/04 06:28:20 INFO OrOmerShelly.Coordinator|Day 14 :BankStatus[-1.895400]
05/04 06:28:20 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2266.0, effectiveBid=2271.3413472096286])
05/04 06:28:20 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:20 INFO OrOmerShelly.Coordinator|Day 14: Campaign opportunity - Campaign ID 172289719: day 16 to 25 [OLD, LOW_INCOME], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:28:20 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:28:20 INFO OrOmerShelly.Coordinator|Day 14: Campaign total budget bid: 997.1796934257029
05/04 06:28:20 INFO OrOmerShelly.Coordinator|Day 14: Adjusting ucs bid: was 0.16771946584704572 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.11802321125982307
05/04 06:28:20 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:20 INFO OrOmerShelly.Coordinator|Day 14 : Simulation Status Received
05/04 06:28:20 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:28:20 INFO OrOmerShelly.Coordinator|Day 14 ended. Starting next day
05/04 06:28:30 INFO OrOmerShelly.Coordinator|Day 15 :BankStatus[-2.041200]
05/04 06:28:30 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2039.0, effectiveBid=2040.0741633010105] CampaignAuctionReportEntry [actualBid=2567.0, effectiveBid=1985.3033658547167])
05/04 06:28:30 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:30 INFO OrOmerShelly.Coordinator|Day 15: Campaign opportunity - Campaign ID 469252561: day 17 to 19 [HIGH_INCOME, YOUNG], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:28:30 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:28:30 INFO OrOmerShelly.Coordinator|Day 15: Campaign total budget bid: 3385.0320036889443
05/04 06:28:30 INFO OrOmerShelly.Coordinator|Day 15: Adjusting ucs bid: was 0.11802321125982307 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.1645488663362802
05/04 06:28:30 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:30 INFO OrOmerShelly.Coordinator|Day 15 : Simulation Status Received
05/04 06:28:30 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:28:30 INFO OrOmerShelly.Coordinator|Day 15 ended. Starting next day
05/04 06:28:40 INFO OrOmerShelly.Coordinator|Day 16 :BankStatus[-2.187000]
05/04 06:28:40 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=2720.0, effectiveBid=2473.6506725079716])
05/04 06:28:40 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:40 INFO OrOmerShelly.Coordinator|Day 16: Campaign opportunity - Campaign ID 140678345: day 18 to 22 [HIGH_INCOME, YOUNG], reach: 6250 coefs: (v=2.0, m=1.5)
05/04 06:28:40 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:28:40 INFO OrOmerShelly.Coordinator|Day 16: Campaign total budget bid: 1015.5096011066831
05/04 06:28:40 INFO OrOmerShelly.Coordinator|Day 16: Adjusting ucs bid: was 0.1645488663362802 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.19031818285807345
05/04 06:28:40 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:40 INFO OrOmerShelly.Coordinator|Day 16 : Simulation Status Received
05/04 06:28:40 WARNING OrOmerShelly.Coordinator|BidBundle is null!
05/04 06:28:40 INFO OrOmerShelly.Coordinator|Day 16 ended. Starting next day
05/04 06:28:50 INFO OrOmerShelly.Coordinator|Day 17 :BankStatus[-2.332800]
05/04 06:28:50 INFO OrOmerShelly.OOSAgent|UNKNOWN Message Received: (CampaignAuctionReport CampaignAuctionReportEntry [actualBid=3202.0, effectiveBid=3086.538144207749] CampaignAuctionReportEntry [actualBid=2776.0, effectiveBid=2110.1956457577985])
05/04 06:28:50 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:50 INFO OrOmerShelly.Coordinator|Day 17: Campaign opportunity - Campaign ID 1449083376: day 19 to 23 [OLD, MALE], reach: 12500 coefs: (v=2.0, m=1.5)
05/04 06:28:50 INFO OrOmerShelly.Coordinator|****=== ESPECIALLY CRAFTED ===****
05/04 06:28:50 INFO OrOmerShelly.Coordinator|Day 17: Campaign total budget bid: 2020.5731084542044
05/04 06:28:50 INFO OrOmerShelly.Coordinator|Day 17: Adjusting ucs bid: was 0.19031818285807345 level reported: 0.47829690000000014 target: 0.9 adjusted: 0.14576090094666197
05/04 06:28:50 SEVERE OrOmerShelly.OOSAgent|Exception thrown while trying to parse message.java.lang.NullPointerException
05/04 06:28:50 INFO OrOmerShelly.Coordinator|Day 17 : Simulation Status Received
05/04 06:28:50 WARNING OrOmerShelly.Coordinator|BidBundle is null!
